# Crooked-pipe probe temperatures, Steinberg & Heizler 2022 Fig. 8
# Probes (r, z_axis=x): P1 (0, 0.25), P2 (0, 2.75), P3 (1.25, 3.5), P4 (0, 4.25), P5 (0, 6.75) cm
# t_ns, cycle, T1_keV, T2_keV, T3_keV, T4_keV, T5_keV
661.572, 700, 0.46416, 0.309704, 0.19693, 0.14802, 0.0618549
662.572, 701, 0.469888, 0.309138, 0.196486, 0.149649, 0.0620816
663.572, 702, 0.466193, 0.306616, 0.196847, 0.15141, 0.0624792
664.572, 703, 0.463881, 0.309551, 0.196121, 0.150255, 0.0624925
665.572, 704, 0.461602, 0.310052, 0.196351, 0.15056, 0.0626618
666.572, 705, 0.457248, 0.310021, 0.196189, 0.150132, 0.0629708
667.572, 706, 0.47037, 0.307957, 0.197391, 0.149073, 0.0629879
668.572, 707, 0.465858, 0.3159, 0.196711, 0.149736, 0.062906
669.572, 708, 0.463141, 0.311758, 0.195617, 0.149232, 0.0629264
670.572, 709, 0.465755, 0.311085, 0.196224, 0.149623, 0.0627952
671.572, 710, 0.465205, 0.307953, 0.197335, 0.14993, 0.0629672
672.572, 711, 0.464185, 0.314918, 0.196479, 0.151229, 0.0630513
673.572, 712, 0.461282, 0.307963, 0.19836, 0.150725, 0.0632287
674.572, 713, 0.465831, 0.308233, 0.198357, 0.150464, 0.0630749
675.572, 714, 0.465644, 0.305228, 0.197437, 0.151296, 0.0636084
676.572, 715, 0.456698, 0.306545, 0.197849, 0.151687, 0.0638069
677.572, 716, 0.46705, 0.308548, 0.197498, 0.150962, 0.0635858
678.572, 717, 0.460925, 0.310486, 0.196924, 0.15147, 0.0637515
679.572, 718, 0.460667, 0.313054, 0.197424, 0.150898, 0.0636923
680.572, 719, 0.461911, 0.316827, 0.197018, 0.15133, 0.063918
681.572, 720, 0.46846, 0.310238, 0.197632, 0.152472, 0.0639612
682.572, 721, 0.459506, 0.310303, 0.198672, 0.151477, 0.0636254
683.572, 722, 0.454317, 0.310765, 0.199748, 0.150695, 0.0640281
684.572, 723, 0.467696, 0.307317, 0.198595, 0.150293, 0.0639328
685.572, 724, 0.460982, 0.312171, 0.199137, 0.150342, 0.0639214
686.572, 725, 0.461057, 0.311613, 0.197751, 0.150965, 0.0639712
687.572, 726, 0.469968, 0.310526, 0.198383, 0.150095, 0.0640825
688.572, 727, 0.459748, 0.307842, 0.198488, 0.150603, 0.0640503
689.572, 728, 0.467881, 0.309953, 0.198072, 0.151432, 0.0640185
690.572, 729, 0.466095, 0.310588, 0.198403, 0.152758, 0.0638406
691.572, 730, 0.460917, 0.310746, 0.200443, 0.153529, 0.0644505
692.572, 731, 0.462338, 0.312138, 0.199312, 0.153839, 0.064503
693.572, 732, 0.461226, 0.3098, 0.19821, 0.151293, 0.0641563
694.572, 733, 0.472975, 0.305195, 0.198825, 0.151603, 0.064178
695.572, 734, 0.465913, 0.310011, 0.198979, 0.151483, 0.0639822
696.572, 735, 0.463079, 0.309035, 0.198529, 0.151434, 0.0642794
697.572, 736, 0.460457, 0.308204, 0.198406, 0.152435, 0.064418
698.572, 737, 0.466194, 0.311465, 0.199381, 0.153287, 0.0640372
699.572, 738, 0.461639, 0.311134, 0.197559, 0.153485, 0.064227
700.572, 739, 0.461065, 0.308039, 0.197715, 0.152967, 0.0642608
701.572, 740, 0.46661, 0.308192, 0.197737, 0.152826, 0.0643458
702.572, 741, 0.468418, 0.3084, 0.199101, 0.152608, 0.0641855
703.572, 742, 0.468067, 0.310403, 0.197964, 0.153236, 0.0640947
704.572, 743, 0.467805, 0.308854, 0.199513, 0.153664, 0.0641154
705.572, 744, 0.468121, 0.312296, 0.199304, 0.153469, 0.0642057
706.572, 745, 0.465941, 0.312497, 0.198331, 0.153405, 0.0644415
707.572, 746, 0.461787, 0.309238, 0.198205, 0.152803, 0.0646776
708.572, 747, 0.460665, 0.305725, 0.200557, 0.152481, 0.0647978
709.572, 748, 0.4649, 0.310697, 0.200119, 0.153966, 0.0652141
710.572, 749, 0.458528, 0.308958, 0.200636, 0.153312, 0.0653222
711.572, 750, 0.4679, 0.314104, 0.199128, 0.154425, 0.0652745
712.572, 751, 0.471671, 0.312681, 0.199187, 0.153561, 0.0652684
713.572, 752, 0.472211, 0.307598, 0.200607, 0.153669, 0.0659396
714.572, 753, 0.460115, 0.310863, 0.200211, 0.154036, 0.0658654
715.572, 754, 0.467518, 0.308219, 0.200046, 0.15362, 0.0658156
716.572, 755, 0.46414, 0.308845, 0.198988, 0.153617, 0.065611
717.572, 756, 0.462523, 0.308984, 0.198912, 0.153621, 0.0656765
718.572, 757, 0.473035, 0.312852, 0.199476, 0.15404, 0.0655595
719.572, 758, 0.468771, 0.31425, 0.200113, 0.155267, 0.0659414
720.572, 759, 0.45528, 0.308048, 0.199659, 0.155741, 0.0660581
721.572, 760, 0.472392, 0.311434, 0.198446, 0.156773, 0.0661757
722.572, 761, 0.460721, 0.307286, 0.200772, 0.155241, 0.0659225
723.572, 762, 0.469807, 0.307855, 0.198989, 0.155231, 0.0661893
724.572, 763, 0.461015, 0.308337, 0.199701, 0.155197, 0.0661608
725.572, 764, 0.463614, 0.310502, 0.199432, 0.15564, 0.0659164
726.572, 765, 0.458659, 0.306687, 0.199625, 0.155077, 0.0658985
727.572, 766, 0.462013, 0.310421, 0.199138, 0.156256, 0.0655792
728.572, 767, 0.458962, 0.308695, 0.200608, 0.156122, 0.0657469
729.572, 768, 0.471208, 0.307038, 0.200571, 0.155773, 0.0656515
730.572, 769, 0.464306, 0.310409, 0.204368, 0.15476, 0.0656475
731.572, 770, 0.463234, 0.313113, 0.201715, 0.156007, 0.0659102
732.572, 771, 0.47023, 0.312613, 0.201326, 0.15595, 0.066005
733.572, 772, 0.461077, 0.317031, 0.203285, 0.156145, 0.0656944
734.572, 773, 0.466135, 0.308229, 0.201005, 0.155669, 0.0659542
735.572, 774, 0.45908, 0.309101, 0.200944, 0.157072, 0.066097
736.572, 775, 0.463486, 0.310077, 0.200645, 0.154972, 0.0658017
737.572, 776, 0.456578, 0.311933, 0.20074, 0.155607, 0.0654952
738.572, 777, 0.468773, 0.309002, 0.199889, 0.155555, 0.0655571
739.572, 778, 0.463964, 0.31113, 0.200764, 0.155223, 0.0652816
740.572, 779, 0.474758, 0.30738, 0.201229, 0.154643, 0.0654019
741.572, 780, 0.463256, 0.309766, 0.200595, 0.15475, 0.0652685
742.572, 781, 0.466705, 0.310892, 0.199731, 0.15569, 0.0655377
743.572, 782, 0.471481, 0.31261, 0.200598, 0.155193, 0.0656912
744.572, 783, 0.469777, 0.311278, 0.201383, 0.155624, 0.0660791
745.572, 784, 0.465485, 0.309971, 0.201435, 0.155794, 0.0663071
746.572, 785, 0.46279, 0.313914, 0.200758, 0.154851, 0.0664673
747.572, 786, 0.46359, 0.31149, 0.203361, 0.155379, 0.0660426
748.572, 787, 0.459992, 0.312316, 0.201143, 0.156279, 0.0659728
749.572, 788, 0.453066, 0.308614, 0.201956, 0.157848, 0.0662738
750.572, 789, 0.461251, 0.309733, 0.202463, 0.156277, 0.0666033
751.572, 790, 0.464536, 0.311586, 0.201364, 0.155185, 0.066892
752.572, 791, 0.458677, 0.304668, 0.201931, 0.155298, 0.0665564
753.572, 792, 0.46695, 0.30693, 0.2017, 0.15602, 0.0665043
754.572, 793, 0.463116, 0.305918, 0.203016, 0.154658, 0.0669183
755.572, 794, 0.464083, 0.310116, 0.203535, 0.155663, 0.0668644
756.572, 795, 0.467503, 0.313468, 0.202151, 0.156587, 0.0670608
757.572, 796, 0.470767, 0.308787, 0.204025, 0.155995, 0.0672531
758.572, 797, 0.468633, 0.309568, 0.202697, 0.155767, 0.0677066
759.572, 798, 0.461139, 0.312471, 0.201415, 0.1578, 0.0676417
760.572, 799, 0.471561, 0.306666, 0.202575, 0.158926, 0.0677285
761.572, 800, 0.461018, 0.309911, 0.200842, 0.15776, 0.0674305
762.572, 801, 0.464824, 0.311907, 0.202237, 0.158127, 0.0677318
763.572, 802, 0.464322, 0.312274, 0.201959, 0.157576, 0.0676095
764.572, 803, 0.467039, 0.315643, 0.204422, 0.158895, 0.0677382
765.572, 804, 0.46383, 0.3113, 0.203128, 0.158495, 0.067693
766.572, 805, 0.47122, 0.308742, 0.2021, 0.159296, 0.0678383
767.572, 806, 0.465139, 0.309374, 0.201749, 0.158749, 0.067777
768.572, 807, 0.463946, 0.313633, 0.202093, 0.158635, 0.0676924
769.572, 808, 0.469875, 0.309764, 0.203233, 0.159049, 0.0678088
770.572, 809, 0.466007, 0.315063, 0.20279, 0.158629, 0.0676594
771.572, 810, 0.452625, 0.309449, 0.203405, 0.15807, 0.0675884
772.572, 811, 0.462224, 0.31464, 0.202734, 0.159101, 0.0677253
773.572, 812, 0.461086, 0.315372, 0.202621, 0.160456, 0.0679422
774.572, 813, 0.457922, 0.311657, 0.203123, 0.158224, 0.0680825
775.572, 814, 0.458006, 0.3101, 0.203019, 0.157266, 0.068444
776.572, 815, 0.464674, 0.307746, 0.202662, 0.157918, 0.0688038
777.572, 816, 0.45891, 0.313637, 0.203735, 0.15744, 0.0687927
778.572, 817, 0.46066, 0.311021, 0.203092, 0.157774, 0.0689597
779.572, 818, 0.460956, 0.317795, 0.201886, 0.158568, 0.0695336
780.572, 819, 0.46334, 0.31447, 0.203387, 0.158627, 0.0691277
781.572, 820, 0.46388, 0.311766, 0.203167, 0.158129, 0.0687306
782.572, 821, 0.464782, 0.307506, 0.202894, 0.158461, 0.0684929
783.572, 822, 0.461871, 0.310307, 0.20262, 0.159221, 0.0682078
784.572, 823, 0.456364, 0.306657, 0.203186, 0.158293, 0.068629
785.572, 824, 0.467921, 0.315011, 0.203972, 0.157317, 0.068835
786.572, 825, 0.473841, 0.311632, 0.204208, 0.159352, 0.0690077
787.572, 826, 0.463786, 0.306796, 0.201372, 0.159722, 0.0690666
788.572, 827, 0.467981, 0.307322, 0.202346, 0.158351, 0.0691805
789.572, 828, 0.457026, 0.312698, 0.20513, 0.157581, 0.0693784
790.572, 829, 0.466843, 0.316979, 0.202885, 0.158528, 0.0694054
791.572, 830, 0.460152, 0.31084, 0.204018, 0.158878, 0.0691812
792.572, 831, 0.464547, 0.307235, 0.204439, 0.158125, 0.0688609
793.572, 832, 0.461515, 0.307301, 0.203723, 0.158918, 0.0691912
794.572, 833, 0.47353, 0.314077, 0.206116, 0.15897, 0.069581
795.572, 834, 0.469086, 0.312098, 0.204734, 0.1585, 0.0696029
796.572, 835, 0.468005, 0.309755, 0.206838, 0.158947, 0.0694344
797.572, 836, 0.45559, 0.309243, 0.205073, 0.158225, 0.0695103
798.572, 837, 0.456992, 0.31355, 0.202545, 0.158379, 0.0697641
799.572, 838, 0.464942, 0.315155, 0.206494, 0.158288, 0.0702181
800.572, 839, 0.470457, 0.312188, 0.20393, 0.158482, 0.0707542
801.572, 840, 0.461458, 0.314249, 0.203912, 0.159642, 0.0705222
802.572, 841, 0.471237, 0.312004, 0.203943, 0.160453, 0.0704293
803.572, 842, 0.457521, 0.310401, 0.204061, 0.159982, 0.0704011
804.572, 843, 0.460159, 0.310106, 0.205636, 0.160777, 0.0702525
805.572, 844, 0.462224, 0.31455, 0.20363, 0.159377, 0.0699176
806.572, 845, 0.463784, 0.320292, 0.20464, 0.158698, 0.0699882
807.572, 846, 0.466186, 0.310537, 0.203914, 0.159451, 0.0700979
808.572, 847, 0.462678, 0.312756, 0.202611, 0.158556, 0.0703844
809.572, 848, 0.463309, 0.312832, 0.203943, 0.159597, 0.0700527
810.572, 849, 0.46624, 0.310388, 0.203446, 0.161113, 0.0698666
811.572, 850, 0.468869, 0.31005, 0.204332, 0.159375, 0.069981
812.572, 851, 0.461004, 0.309256, 0.203894, 0.160685, 0.0703223
813.572, 852, 0.458663, 0.310334, 0.202994, 0.161129, 0.0703693
814.572, 853, 0.464392, 0.312191, 0.204413, 0.161354, 0.0706841
815.572, 854, 0.465805, 0.309208, 0.204155, 0.162437, 0.0706794
816.572, 855, 0.454443, 0.305967, 0.204028, 0.161639, 0.070546
817.572, 856, 0.465206, 0.318459, 0.203676, 0.162744, 0.0705715
818.572, 857, 0.459999, 0.311515, 0.204602, 0.162557, 0.0703433
819.572, 858, 0.465233, 0.31562, 0.204515, 0.161224, 0.0705153
820.572, 859, 0.459392, 0.310749, 0.205834, 0.162043, 0.0707744
821.572, 860, 0.473078, 0.307577, 0.205881, 0.161386, 0.0708068
